00001    3.53  0.15 K20CH 205.54543   73.72487   80.27236   10.58790  0.0781685  0.21424211   2.7660891  0 E2021-B10  7277 118 1801-2020 0.51 M-v 30k Pan        0000      (1) Ceres              20201118
00002    4.21  0.15 K20CH 187.58635  310.28810  172.96589   34.85446  0.2297500  0.21328227   2.7743817  0 E2021-B10  8702 115 1804-2020 0.46 M-c 28k Pan        0000      (2) Pallas             20201105
00003    5.26  0.15 K20CH 170.71125  248.03277  169.85304   12.99149  0.2569881  0.22616245   2.6680198  0 E2021-B10  7447 114 1804-2020 0.47 M-v 3Ek Pan        0000      (3) Juno               20200912
00004    3.29  0.15 K20CH 258.56787  150.92239  103.80838    7.14165  0.0884250  0.27150381   2.3620301  0 E2021-B10  7420 107 1821-2020 0.49 M-p 18k Pan        0000      (4) Vesta              20201216
